case_id,base_id,source_id,family,severity,pixel_auroc,iou_at_clean_pixel_q95,positive_map_inside_outside_ratio,mask_fraction
esp_049651_1050_red-0070_dead_pixels_0.3,esp_049651_1050_red-0070,esp_049651_1050,dead_pixels,0.3,0.8262046738790925,0.6,6.739251613616943,0.0079345703125
esp_049651_1050_red-0070_dead_pixels_0.5,esp_049651_1050_red-0070,esp_049651_1050,dead_pixels,0.5,0.8742757982666636,0.7032967032967034,7.847766876220703,0.0111083984375
esp_049651_1050_red-0070_missing_patch_0.15,esp_049651_1050_red-0070,esp_049651_1050,missing_patch,0.15,0.6654495965866816,0.078125,1.9415678977966309,0.015625
esp_049651_1050_red-0070_missing_patch_0.3,esp_049651_1050_red-0070,esp_049651_1050,missing_patch,0.3,0.7896494638617099,0.08506616257088846,3.0743343830108643,0.03228759765625
esp_049651_1050_red-0070_missing_patch_0.5,esp_049651_1050_red-0070,esp_049651_1050,missing_patch,0.5,0.9017720540364583,0.1357421875,4.0892333984375,0.0625
esp_049651_1050_red-0070_local_blur_0.15,esp_049651_1050_red-0070,esp_049651_1050,local_blur,0.15,0.7989577503091017,0.0620891161431702,2.999856472015381,0.08355712890625
esp_049651_1050_red-0070_local_blur_0.3,esp_049651_1050_red-0070,esp_049651_1050,local_blur,0.3,0.7876999309586918,0.08707409410492158,3.147676706314087,0.11285400390625
esp_049651_1050_red-0070_local_blur_0.5,esp_049651_1050_red-0070,esp_049651_1050,local_blur,0.5,0.7727759622754887,0.05728565936178393,2.8315694332122803,0.15875244140625
esp_049651_1050_red-0070_patch_duplication_0.15,esp_049651_1050_red-0070,esp_049651_1050,patch_duplication,0.15,0.4736291794549851,0.0,0.9263468980789185,0.015625
esp_049651_1050_red-0070_patch_duplication_0.3,esp_049651_1050_red-0070,esp_049651_1050,patch_duplication,0.3,0.5956940825379339,0.0,1.321222186088562,0.03228759765625
esp_049651_1050_red-0070_patch_duplication_0.5,esp_049651_1050_red-0070,esp_049651_1050,patch_duplication,0.5,0.5497090021769205,0.0,1.152559757232666,0.0625
esp_049651_1050_red-0070_foreign_content_0.15,esp_049651_1050_red-0070,esp_049651_1050,foreign_content,0.15,0.8050079345703125,0.0,1.9828898906707764,0.015625
esp_049651_1050_red-0070_foreign_content_0.3,esp_049651_1050_red-0070,esp_049651_1050,foreign_content,0.3,0.796492671355902,0.0,1.963830828666687,0.03228759765625
esp_049651_1050_red-0070_foreign_content_0.5,esp_049651_1050_red-0070,esp_049651_1050,foreign_content,0.5,0.6335454940795898,0.0,1.2684638500213623,0.0625
psp_006766_1850_red-0101_stripes_0.15,psp_006766_1850_red-0101,psp_006766_1850,stripes,0.15,,0.000244140625,,1.0
psp_006766_1850_red-0101_stripes_0.3,psp_006766_1850_red-0101,psp_006766_1850,stripes,0.3,,0.000244140625,,1.0
psp_006766_1850_red-0101_stripes_0.5,psp_006766_1850_red-0101,psp_006766_1850,stripes,0.5,,0.00030517578125,,1.0
psp_006766_1850_red-0101_dead_pixels_0.15,psp_006766_1850_red-0101,psp_006766_1850,dead_pixels,0.15,0.9063181269928157,0.6388888888888888,11.885001182556152,0.00433349609375
psp_006766_1850_red-0101_dead_pixels_0.3,psp_006766_1850_red-0101,psp_006766_1850,dead_pixels,0.3,0.8281531053437161,0.6126126126126126,11.647780418395996,0.0067138671875
psp_006766_1850_red-0101_dead_pixels_0.5,psp_006766_1850_red-0101,psp_006766_1850,dead_pixels,0.5,0.8551260070277753,0.6117021276595744,12.124981880187988,0.01141357421875
psp_006766_1850_red-0101_missing_patch_0.15,psp_006766_1850_red-0101,psp_006766_1850,missing_patch,0.15,0.7749071878100199,0.0,2.557119846343994,0.015625
