variant,dimension,value,auroc,auprc,precision,recall,f1,fpr,tpr,tp,fp,tn,fn,median_anomaly_score,paired_anomaly_gt_clean,paired_n,n,threshold
pixel_DINO_max,family,blur/noise,0.7244466145833334,0.5745465997664633,0.5490196078431373,0.2916666666666667,0.38095238095238093,0.1796875,0.2916666666666667,28,23,105,68,2.422998874539517,0.8541666666666666,96,224,3.046258417221116
pixel_DINO_max,family,clipping,0.8513997395833334,0.8493964880027517,0.7325581395348837,0.65625,0.6923076923076923,0.1796875,0.65625,63,23,105,33,4.5351627743991845,0.9479166666666666,96,224,3.046258417221116
pixel_DINO_max,family,dead lines/pixels,0.7613932291666666,0.816864195639768,0.7788461538461539,0.421875,0.5472972972972974,0.1796875,0.421875,81,23,105,111,2.7192050947683137,0.9114583333333334,192,320,3.046258417221116
pixel_DINO_max,family,foreign/synthetic contamination,0.9127604166666666,0.890079393821616,0.7653061224489796,0.78125,0.7731958762886597,0.1796875,0.78125,75,23,105,21,3.9887638457505896,0.9895833333333334,96,224,3.046258417221116
pixel_DINO_max,family,missing crop,0.7360026041666666,0.6536684389105932,0.5818181818181818,0.3333333333333333,0.423841059602649,0.1796875,0.3333333333333333,32,23,105,64,2.522902079648735,0.8854166666666666,96,224,3.046258417221116
pixel_DINO_max,family,patch duplication,0.6300455729166666,0.5314248372044329,0.5306122448979592,0.2708333333333333,0.35862068965517235,0.1796875,0.2708333333333333,26,23,105,70,1.7575989675305586,0.59375,96,224,3.046258417221116
pixel_DINO_max,family,stripes,0.8448893229166666,0.8719942367327042,0.8333333333333334,0.5989583333333334,0.696969696969697,0.1796875,0.5989583333333334,115,23,105,77,3.546974342987421,0.9895833333333334,192,320,3.046258417221116
pixel_DINO_max,severity,0.2,0.7007057883522727,0.8501202138120052,0.8380281690140845,0.3380681818181818,0.4817813765182186,0.1796875,0.3380681818181818,119,23,105,233,2.200075141043126,0.84375,352,480,3.046258417221116
pixel_DINO_max,severity,0.5,0.7670454545454546,0.8915797567081292,0.8729281767955801,0.44886363636363635,0.5928705440900562,0.1796875,0.44886363636363635,158,23,105,194,2.703314164203155,0.8806818181818182,352,480,3.046258417221116
pixel_DINO_max,severity,0.8,0.81787109375,0.922349355433062,0.8977777777777778,0.5738636363636364,0.7001733102253034,0.1796875,0.5738636363636364,202,23,105,150,3.428488688875656,0.9005681818181818,352,480,3.046258417221116
pixel_spectral_mean,family,block corruption,0.7135009765625,0.7972791197575804,0.8271604938271605,0.3489583333333333,0.4908424908424908,0.109375,0.3489583333333333,67,14,114,125,1.6725845166199216,0.984375,192,320,2.310135812328953
pixel_spectral_mean,family,blur/noise,0.76904296875,0.735744682527376,0.7741935483870968,0.5,0.6075949367088608,0.109375,0.5,48,14,114,48,2.3407823748416847,0.9791666666666666,96,224,2.310135812328953
pixel_spectral_mean,family,clipping,0.9264322916666666,0.9129973395140235,0.8494623655913979,0.8229166666666666,0.8359788359788359,0.109375,0.8229166666666666,79,14,114,17,3.914186779322022,1.0,96,224,2.310135812328953
pixel_spectral_mean,family,dead lines/pixels,0.9618733723958334,0.9762307896432624,0.9251336898395722,0.9010416666666666,0.9129287598944591,0.109375,0.9010416666666666,173,14,114,19,5.633396130504184,1.0,192,320,2.310135812328953
pixel_spectral_mean,family,foreign/synthetic contamination,1.0,1.0,0.8727272727272727,1.0,0.9320388349514563,0.109375,1.0,96,14,114,0,9.371061404168563,1.0,96,224,2.310135812328953
pixel_spectral_mean,family,missing crop,0.89013671875,0.836614221112415,0.8055555555555556,0.6041666666666666,0.6904761904761905,0.109375,0.6041666666666666,58,14,114,38,2.6865992572804127,1.0,96,224,2.310135812328953
pixel_spectral_mean,family,patch duplication,0.5853678385416666,0.5349899976389106,0.5,0.14583333333333334,0.22580645161290322,0.109375,0.14583333333333334,14,14,114,82,0.7564746844758323,0.8854166666666666,96,224,2.310135812328953
pixel_spectral_mean,family,stripes,0.8971354166666666,0.8882460974114335,0.9113924050632911,0.75,0.8228571428571428,0.109375,0.75,144,14,114,48,2.767048798837969,1.0,192,320,2.310135812328953
pixel_spectral_mean,severity,0.2,0.8030672940340909,0.9192550719384887,0.9278350515463918,0.5113636363636364,0.6593406593406593,0.109375,0.5113636363636364,180,14,114,172,2.4096855030698654,0.9886363636363636,352,480,2.310135812328953
pixel_spectral_mean,severity,0.5,0.8558016690340909,0.9430501934600175,0.9433198380566802,0.6619318181818182,0.7779632721202003,0.109375,0.6619318181818182,233,14,114,119,3.09061707900909,0.9886363636363636,352,480,2.310135812328953
pixel_spectral_mean,severity,0.8,0.8818581321022727,0.9554101000820615,0.95,0.7556818181818182,0.8417721518987342,0.109375,0.7556818181818182,266,14,114,86,3.483541859282796,0.9772727272727273,352,480,2.310135812328953
pixel_spectral_max,family,block corruption,0.753662109375,0.8286036772523167,0.7903225806451613,0.5104166666666666,0.6202531645569619,0.203125,0.5104166666666666,98,26,102,94,3.1747665518338035,0.9270833333333334,192,320,3.046258417221116
pixel_spectral_max,family,blur/noise,0.7998046875,0.782412820908055,0.6623376623376623,0.53125,0.5895953757225433,0.203125,0.53125,51,26,102,45,3.206271509593382,0.9479166666666666,96,224,3.046258417221116
pixel_spectral_max,family,clipping,0.9375,0.9377755500434745,0.7614678899082569,0.8645833333333334,0.8097560975609757,0.203125,0.8645833333333334,83,26,102,13,5.8162062914696735,1.0,96,224,3.046258417221116
pixel_spectral_max,family,dead lines/pixels,0.98583984375,0.9913702094085869,0.8773584905660378,0.96875,0.9207920792079208,0.203125,0.96875,186,26,102,6,7.9365200241168505,1.0,192,320,3.046258417221116
pixel_spectral_max,family,foreign/synthetic contamination,1.0,1.0,0.7868852459016393,1.0,0.8807339449541284,0.203125,1.0,96,26,102,0,14.943029334321734,1.0,96,224,3.046258417221116
pixel_spectral_max,family,missing crop,0.9073079427083334,0.8744587412849744,0.7425742574257426,0.78125,0.7614213197969543,0.203125,0.78125,75,26,102,21,3.854126453289834,1.0,96,224,3.046258417221116
pixel_spectral_max,family,patch duplication,0.6285807291666666,0.5767224061778965,0.5185185185185185,0.2916666666666667,0.37333333333333335,0.203125,0.2916666666666667,28,26,102,68,1.7268040390147354,0.78125,96,224,3.046258417221116
pixel_spectral_max,family,stripes,0.8797200520833334,0.8951260586817498,0.8375,0.6979166666666666,0.7613636363636364,0.203125,0.6979166666666666,134,26,102,58,3.6754310063256375,1.0,192,320,3.046258417221116
pixel_spectral_max,severity,0.2,0.8232421875,0.9297804147265454,0.8934426229508197,0.6193181818181818,0.7315436241610739,0.203125,0.6193181818181818,218,26,102,134,3.547370301122668,0.9659090909090909,352,480,3.046258417221116
pixel_spectral_max,severity,0.5,0.8689408735795454,0.9489181833591682,0.9044117647058824,0.6988636363636364,0.7884615384615384,0.203125,0.6988636363636364,246,26,102,106,3.985125954714302,0.9545454545454546,352,480,3.046258417221116
pixel_spectral_max,severity,0.8,0.9018998579545454,0.9650450667373911,0.9169329073482428,0.8153409090909091,0.863157894736842,0.203125,0.8153409090909091,287,26,102,65,5.050796681933704,0.9659090909090909,352,480,3.046258417221116
pixel_DINO_spectral_mean,family,block corruption,0.783203125,0.848035327253034,0.823076923076923,0.5572916666666666,0.6645962732919254,0.1796875,0.5572916666666666,107,23,105,85,1.293425926490067,0.9479166666666666,192,320,1.136783761392357
pixel_DINO_spectral_mean,family,blur/noise,0.8644205729166666,0.8560278411126683,0.7472527472527473,0.7083333333333334,0.7272727272727272,0.1796875,0.7083333333333334,68,23,105,28,2.055561098037257,0.9895833333333334,96,224,1.136783761392357
pixel_DINO_spectral_mean,family,clipping,0.9558919270833334,0.950789325271519,0.7927927927927928,0.9166666666666666,0.8502415458937198,0.1796875,0.9166666666666666,88,23,105,8,3.199841731692862,1.0,96,224,1.136783761392357
pixel_DINO_spectral_mean,family,dead lines/pixels,0.9732666015625,0.9838157465885382,0.8878048780487805,0.9479166666666666,0.9168765743073047,0.1796875,0.9479166666666666,182,23,105,10,4.060224051137887,1.0,192,320,1.136783761392357
pixel_DINO_spectral_mean,family,foreign/synthetic contamination,1.0,1.0,0.8067226890756303,1.0,0.8930232558139535,0.1796875,1.0,96,23,105,0,6.606751732700577,1.0,96,224,1.136783761392357
pixel_DINO_spectral_mean,family,missing crop,0.934814453125,0.9073153500728106,0.7909090909090909,0.90625,0.8446601941747572,0.1796875,0.90625,87,23,105,9,2.0851061056968954,0.9895833333333334,96,224,1.136783761392357
pixel_DINO_spectral_mean,family,patch duplication,0.6717122395833334,0.6062424806256277,0.5892857142857143,0.34375,0.4342105263157895,0.1796875,0.34375,33,23,105,63,0.66591703943613,0.8854166666666666,96,224,1.136783761392357
pixel_DINO_spectral_mean,family,stripes,0.9695231119791666,0.9751996553542928,0.8904761904761904,0.9739583333333334,0.9303482587064676,0.1796875,0.9739583333333334,187,23,105,5,2.4318396785035827,1.0,192,320,1.136783761392357
pixel_DINO_spectral_mean,severity,0.2,0.8582430752840909,0.9450175520845506,0.9175627240143369,0.7272727272727273,0.8114104595879557,0.1796875,0.7272727272727273,256,23,105,96,1.9751060205072757,0.9630681818181818,352,480,1.136783761392357
pixel_DINO_spectral_mean,severity,0.5,0.9088245738636364,0.9665910842981554,0.9265175718849841,0.8238636363636364,0.8721804511278195,0.1796875,0.8238636363636364,290,23,105,62,2.540563315778618,0.9772727272727273,352,480,1.136783761392357
pixel_DINO_spectral_mean,severity,0.8,0.9271573153409091,0.9744039316012023,0.9292307692307692,0.8579545454545454,0.8921713441654358,0.1796875,0.8579545454545454,302,23,105,50,2.768472224007069,0.9943181818181818,352,480,1.136783761392357
pixel_DINO_spectral_max,family,block corruption,0.7772623697916666,0.838140613207651,0.7936507936507936,0.5208333333333334,0.6289308176100629,0.203125,0.5208333333333334,100,26,102,92,3.1940537378438663,0.90625,192,320,3.046258417221116
pixel_DINO_spectral_max,family,blur/noise,0.8192545572916666,0.7907597370256612,0.6666666666666666,0.5416666666666666,0.5977011494252873,0.203125,0.5416666666666666,52,26,102,44,3.206271509593382,0.9375,96,224,3.046258417221116
pixel_DINO_spectral_max,family,clipping,0.9374186197916666,0.9372444199648603,0.7614678899082569,0.8645833333333334,0.8097560975609757,0.203125,0.8645833333333334,83,26,102,13,5.8162062914696735,0.9791666666666666,96,224,3.046258417221116
pixel_DINO_spectral_max,family,dead lines/pixels,0.9853108723958334,0.9911291084501638,0.8773584905660378,0.96875,0.9207920792079208,0.203125,0.96875,186,26,102,6,7.9365200241168505,1.0,192,320,3.046258417221116
pixel_DINO_spectral_max,family,foreign/synthetic contamination,1.0,1.0,0.7868852459016393,1.0,0.8807339449541284,0.203125,1.0,96,26,102,0,14.943029334321734,1.0,96,224,3.046258417221116
pixel_DINO_spectral_max,family,missing crop,0.903564453125,0.8718798762014333,0.7425742574257426,0.78125,0.7614213197969543,0.203125,0.78125,75,26,102,21,3.854126453289834,1.0,96,224,3.046258417221116
pixel_DINO_spectral_max,family,patch duplication,0.667724609375,0.5964095563022827,0.5185185185185185,0.2916666666666667,0.37333333333333335,0.203125,0.2916666666666667,28,26,102,68,2.327409040480755,0.7916666666666666,96,224,3.046258417221116
pixel_DINO_spectral_max,family,stripes,0.87646484375,0.8934933914094191,0.8375,0.6979166666666666,0.7613636363636364,0.203125,0.6979166666666666,134,26,102,58,3.6754310063256375,1.0,192,320,3.046258417221116
pixel_DINO_spectral_max,severity,0.2,0.8349831321022727,0.932833092101972,0.8938775510204081,0.6221590909090909,0.7336683417085427,0.203125,0.6221590909090909,219,26,102,133,3.547370301122668,0.9460227272727273,352,480,3.046258417221116
pixel_DINO_spectral_max,severity,0.5,0.8749112215909091,0.9504301608369212,0.9051094890510949,0.7045454545454546,0.7923322683706071,0.203125,0.7045454545454546,248,26,102,104,3.985125954714302,0.9545454545454546,352,480,3.046258417221116
pixel_DINO_spectral_max,severity,0.8,0.9099343039772727,0.9671143819269812,0.9169329073482428,0.8153409090909091,0.863157894736842,0.203125,0.8153409090909091,287,26,102,65,5.050796681933704,0.96875,352,480,3.046258417221116
equal_four_mean,family,block corruption,0.7522786458333334,0.8240156319501365,0.796875,0.53125,0.6375,0.203125,0.53125,102,26,102,90,1.0157778349483464,0.8854166666666666,192,320,0.9571491354436967
equal_four_mean,family,blur/noise,0.8326009114583334,0.8227305042012479,0.7204301075268817,0.6979166666666666,0.708994708994709,0.203125,0.6979166666666666,67,26,102,29,1.6086233730555737,0.9270833333333334,96,224,0.9571491354436967
equal_four_mean,family,clipping,0.93994140625,0.9355711081520542,0.7699115044247787,0.90625,0.832535885167464,0.203125,0.90625,87,26,102,9,2.5458659260148755,0.9895833333333334,96,224,0.9571491354436967
